country,fuel,year,capacity_factor
ECU,Other,2017,0.0
ECU,Petcoke,2014,
ECU,Petcoke,2015,
ECU,Petcoke,2016,
ECU,Petcoke,2017,
ECU,Solar,2014,0.07134703196347032
ECU,Solar,2015,0.16160802220431553
ECU,Solar,2016,0.16987562613843352
ECU,Solar,2017,0.1814890125570776
ECU,Storage,2014,
ECU,Storage,2015,
ECU,Storage,2016,
ECU,Storage,2017,
ECU,Waste,2014,
ECU,Waste,2015,
ECU,Waste,2016,
ECU,Waste,2017,
ECU,Wave and Tidal,2014,
ECU,Wave and Tidal,2015,
ECU,Wave and Tidal,2016,
ECU,Wave and Tidal,2017,
ECU,Wind,2014,0.4291591281123461
ECU,Wind,2015,0.5320065477728958
ECU,Wind,2016,0.45107743066295497
ECU,Wind,2017,0.428620659946584
EGY,Biomass,2014,
EGY,Biomass,2015,0.0
EGY,Biomass,2016,0.0
EGY,Biomass,2017,0.0
EGY,Coal,2014,
EGY,Coal,2015,
EGY,Coal,2016,
EGY,Coal,2017,
EGY,Cogeneration,2014,
EGY,Cogeneration,2015,
EGY,Cogeneration,2016,
EGY,Cogeneration,2017,
EGY,Gas,2014,
EGY,Gas,2015,0.47613345084769826
EGY,Gas,2016,0.5069660617671443
EGY,Gas,2017,0.5296117386299678
EGY,Geothermal,2014,
EGY,Geothermal,2015,
EGY,Geothermal,2016,
EGY,Geothermal,2017,
EGY,Hydro,2014,0.5346572587491262
EGY,Hydro,2015,0.5534775786721406
EGY,Hydro,2016,0.5409036750109834
EGY,Hydro,2017,0.5145555553419915
EGY,Nuclear,2014,
EGY,Nuclear,2015,
EGY,Nuclear,2016,
EGY,Nuclear,2017,
EGY,Oil,2014,
EGY,Oil,2015,1.6104519008141418
EGY,Oil,2016,1.2358832271640083
EGY,Oil,2017,
EGY,Other,2014,
EGY,Other,2015,0.0
EGY,Other,2016,0.0
EGY,Other,2017,0.0
EGY,Petcoke,2014,
EGY,Petcoke,2015,
EGY,Petcoke,2016,
EGY,Petcoke,2017,
EGY,Solar,2014,0.1917808219178082
EGY,Solar,2015,0.1917808219178082
EGY,Solar,2016,0.19116196114146933
EGY,Solar,2017,0.3904244684012861
EGY,Storage,2014,
EGY,Storage,2015,
EGY,Storage,2016,
EGY,Storage,2017,
EGY,Waste,2014,
EGY,Waste,2015,0.0
EGY,Waste,2016,0.0
EGY,Waste,2017,0.0
EGY,Wave and Tidal,2014,
EGY,Wave and Tidal,2015,
EGY,Wave and Tidal,2016,
EGY,Wave and Tidal,2017,
EGY,Wind,2014,0.2764632627646326
EGY,Wind,2015,0.2197869101978691
EGY,Wind,2016,0.3123861566484517
EGY,Wind,2017,0.334855403348554
ERI,Biomass,2014,
ERI,Biomass,2015,
ERI,Biomass,2016,
ERI,Biomass,2017,
ERI,Coal,2014,
ERI,Coal,2015,
ERI,Coal,2016,
ERI,Coal,2017,
ERI,Cogeneration,2014,
ERI,Cogeneration,2015,
ERI,Cogeneration,2016,
ERI,Cogeneration,2017,
ERI,Gas,2014,
ERI,Gas,2015,
ERI,Gas,2016,
ERI,Gas,2017,
ERI,Geothermal,2014,
ERI,Geothermal,2015,
ERI,Geothermal,2016,
ERI,Geothermal,2017,
ERI,Hydro,2014,
ERI,Hydro,2015,
ERI,Hydro,2016,
ERI,Hydro,2017,
ERI,Nuclear,2014,
ERI,Nuclear,2015,
ERI,Nuclear,2016,
ERI,Nuclear,2017,
ERI,Oil,2014,
ERI,Oil,2015,0.2098892573137883
ERI,Oil,2016,0.21303459783870507
ERI,Oil,2017,0.22427253129214436
ERI,Other,2014,
ERI,Other,2015,
ERI,Other,2016,
ERI,Other,2017,
ERI,Petcoke,2014,
ERI,Petcoke,2015,
ERI,Petcoke,2016,
ERI,Petcoke,2017,
ERI,Solar,2014,0.22831050228310504
ERI,Solar,2015,0.22831050228310504
ERI,Solar,2016,0.2114233671610721
ERI,Solar,2017,0.21562658548959912
ERI,Storage,2014,
ERI,Storage,2015,
ERI,Storage,2016,
ERI,Storage,2017,
ERI,Waste,2014,
ERI,Waste,2015,
ERI,Waste,2016,
ERI,Waste,2017,
ERI,Wave and Tidal,2014,
ERI,Wave and Tidal,2015,
ERI,Wave and Tidal,2016,
ERI,Wave and Tidal,2017,
ERI,Wind,2014,0.28538812785388123
ERI,Wind,2015,0.28538812785388123
ERI,Wind,2016,0.2846083788706739
ERI,Wind,2017,0.28538812785388123
ESH,Biomass,2014,
ESH,Biomass,2015,
ESH,Biomass,2016,
ESH,Biomass,2017,
ESH,Coal,2014,
ESH,Coal,2015,
ESH,Coal,2016,
ESH,Coal,2017,
ESH,Cogeneration,2014,
ESH,Cogeneration,2015,
ESH,Cogeneration,2016,
ESH,Cogeneration,2017,
ESH,Gas,2014,
ESH,Gas,2015,
ESH,Gas,2016,
ESH,Gas,2017,
ESH,Geothermal,2014,
ESH,Geothermal,2015,
ESH,Geothermal,2016,
ESH,Geothermal,2017,
ESH,Hydro,2014,
ESH,Hydro,2015,
ESH,Hydro,2016,
ESH,Hydro,2017,
ESH,Nuclear,2014,
ESH,Nuclear,2015,
ESH,Nuclear,2016,
ESH,Nuclear,2017,
ESH,Oil,2014,
ESH,Oil,2015,
ESH,Oil,2016,
ESH,Oil,2017,
ESH,Other,2014,
ESH,Other,2015,
ESH,Other,2016,
ESH,Other,2017,
ESH,Petcoke,2014,
ESH,Petcoke,2015,
ESH,Petcoke,2016,
ESH,Petcoke,2017,
ESH,Solar,2014,
ESH,Solar,2015,
ESH,Solar,2016,
ESH,Solar,2017,
ESH,Storage,2014,
ESH,Storage,2015,
ESH,Storage,2016,
ESH,Storage,2017,
ESH,Waste,2014,
ESH,Waste,2015,
ESH,Waste,2016,
ESH,Waste,2017,
ESH,Wave and Tidal,2014,
ESH,Wave and Tidal,2015,
ESH,Wave and Tidal,2016,
ESH,Wave and Tidal,2017,
ESH,Wind,2014,
ESH,Wind,2015,
ESH,Wind,2016,
ESH,Wind,2017,
ESP,Biomass,2014,
ESP,Biomass,2015,0.8586810443285735
ESP,Biomass,2016,0.8491359487400686
ESP,Biomass,2017,0.9119618937564874
ESP,Coal,2014,
ESP,Coal,2015,0.5918312280158675
ESP,Coal,2016,0.41964637667191657
ESP,Coal,2017,0.5207454170268708
ESP,Cogeneration,2014,
ESP,Cogeneration,2015,
ESP,Cogeneration,2016,
ESP,Cogeneration,2017,
ESP,Gas,2014,
ESP,Gas,2015,0.22182802632348514
ESP,Gas,2016,0.22257881840194838
ESP,Gas,2017,0.27058557129180194
ESP,Geothermal,2014,
ESP,Geothermal,2015,
ESP,Geothermal,2016,
ESP,Geothermal,2017,
ESP,Hydro,2014,0.2666595319634703
ESP,Hydro,2015,0.19151784219419826
ESP,Hydro,2016,0.24746905076389483
ESP,Hydro,2017,0.1280649818982582
ESP,Nuclear,2014,
ESP,Nuclear,2015,0.8987479000512384
ESP,Nuclear,2016,0.9188108731595762
ESP,Nuclear,2017,0.911994359239699
ESP,Oil,2014,
ESP,Oil,2015,0.2600954621219398
ESP,Oil,2016,0.2545705306318606
ESP,Oil,2017,0.23784380580096878
ESP,Other,2014,
ESP,Other,2015,0.292938760013013
ESP,Other,2016,0.1460691904436472
ESP,Other,2017,0.12341401463511197
ESP,Petcoke,2014,
ESP,Petcoke,2015,
ESP,Petcoke,2016,
ESP,Petcoke,2017,
ESP,Solar,2014,0.19971943618923182
ESP,Solar,2015,0.20060164476749606
ESP,Solar,2016,0.19465137090955723
ESP,Solar,2017,0.20569689062839747
ESP,Storage,2014,
ESP,Storage,2015,
ESP,Storage,2016,
ESP,Storage,2017,
ESP,Waste,2014,
ESP,Waste,2015,0.0395567526184322
ESP,Waste,2016,0.03775361384587709
ESP,Waste,2017,0.0397627773716532
ESP,Wave and Tidal,2014,
ESP,Wave and Tidal,2015,
ESP,Wave and Tidal,2016,
ESP,Wave and Tidal,2017,
ESP,Wind,2014,0.2589977243642411
ESP,Wind,2015,0.24542110216763124
ESP,Wind,2016,0.2421709050660341
ESP,Wind,2017,0.24277510921346537
EST,Biomass,2014,
EST,Biomass,2015,0.877229432432557
EST,Biomass,2016,1.0187195765441717
EST,Biomass,2017,1.1981107248223608
EST,Coal,2014,
EST,Coal,2015,
EST,Coal,2016,
EST,Coal,2017,
EST,Cogeneration,2014,
EST,Cogeneration,2015,
EST,Cogeneration,2016,
EST,Cogeneration,2017,
EST,Gas,2014,
EST,Gas,2015,0.015182173346724991
EST,Gas,2016,0.018071148514676623
EST,Gas,2017,0.015427047110381845
EST,Geothermal,2014,
EST,Geothermal,2015,
EST,Geothermal,2016,
EST,Geothermal,2017,
EST,Hydro,2014,0.6164383561643836
EST,Hydro,2015,0.5060882800608828
EST,Hydro,2016,0.6640862173649059
EST,Hydro,2017,0.40658034653155695
EST,Nuclear,2014,
EST,Nuclear,2015,
EST,Nuclear,2016,
EST,Nuclear,2017,
EST,Oil,2014,
EST,Oil,2015,0.003138856398971777
EST,Oil,2016,0.014003885501596114
EST,Oil,2017,0.006608118734677424
EST,Other,2014,
EST,Other,2015,
EST,Other,2016,
EST,Other,2017,
EST,Petcoke,2014,
EST,Petcoke,2015,
EST,Petcoke,2016,
EST,Petcoke,2017,
EST,Solar,2014,0.10723675107236752
EST,Solar,2015,0.10361784334387075
EST,Solar,2016,0.10452889551250207
EST,Solar,2017,0.10481527604815276
EST,Storage,2014,
EST,Storage,2015,
EST,Storage,2016,
EST,Storage,2017,
EST,Waste,2014,
EST,Waste,2015,0.8113199414835491
EST,Waste,2016,0.8154243392407983
EST,Waste,2017,0.8937196230404721
EST,Wave and Tidal,2014,
EST,Wave and Tidal,2015,
EST,Wave and Tidal,2016,
EST,Wave and Tidal,2017,
EST,Wind,2014,0.2506019095060191
EST,Wind,2015,0.2720700152207002
EST,Wind,2016,0.21813855103120042
EST,Wind,2017,0.2647025226919258
ETH,Biomass,2014,
ETH,Biomass,2015,0.0
ETH,Biomass,2016,0.0
ETH,Biomass,2017,0.0
ETH,Coal,2014,
ETH,Coal,2015,
ETH,Coal,2016,
ETH,Coal,2017,
ETH,Cogeneration,2014,
ETH,Cogeneration,2015,
ETH,Cogeneration,2016,
ETH,Cogeneration,2017,
ETH,Gas,2014,
ETH,Gas,2015,
ETH,Gas,2016,
ETH,Gas,2017,
ETH,Geothermal,2014,
ETH,Geothermal,2015,0.0
ETH,Geothermal,2016,0.0
ETH,Geothermal,2017,0.0
ETH,Hydro,2014,0.3950129492131005
ETH,Hydro,2015,0.4769327810814601
ETH,Hydro,2016,0.5101776916097466
ETH,Hydro,2017,0.3514700617364804
ETH,Nuclear,2014,
ETH,Nuclear,2015,
ETH,Nuclear,2016,
ETH,Nuclear,2017,
ETH,Oil,2014,
ETH,Oil,2015,0.002944536186376891
ETH,Oil,2016,0.002936491005539796
ETH,Oil,2017,0.002944536186376891
ETH,Other,2014,
ETH,Other,2015,
ETH,Other,2016,
ETH,Other,2017,
ETH,Petcoke,2014,
ETH,Petcoke,2015,
ETH,Petcoke,2016,
ETH,Petcoke,2017,
ETH,Solar,2014,0.1956947162426615
ETH,Solar,2015,0.2096729102599944
ETH,Solar,2016,0.17035551886359765
ETH,Solar,2017,0.20959652668612921
ETH,Storage,2014,
ETH,Storage,2015,
ETH,Storage,2016,
ETH,Storage,2017,
ETH,Waste,2014,
ETH,Waste,2015,
ETH,Waste,2016,
ETH,Waste,2017,
ETH,Wave and Tidal,2014,
ETH,Wave and Tidal,2015,
ETH,Wave and Tidal,2016,
ETH,Wave and Tidal,2017,
ETH,Wind,2014,0.35134449518011157
ETH,Wind,2015,0.17581317999887255
ETH,Wind,2016,0.2761755380152466
ETH,Wind,2017,0.2755228592367101
FIN,Biomass,2014,
FIN,Biomass,2015,0.3141971892491657
FIN,Biomass,2016,0.31491271821408046
FIN,Biomass,2017,0.32449920687090744
FIN,Coal,2014,
FIN,Coal,2015,0.3804770904728537
FIN,Coal,2016,0.45379641076808547
FIN,Coal,2017,0.39896619000988665
FIN,Cogeneration,2014,
FIN,Cogeneration,2015,
FIN,Cogeneration,2016,
FIN,Cogeneration,2017,
FIN,Gas,2014,
FIN,Gas,2015,0.26168729353917775
FIN,Gas,2016,0.1877794919905373
FIN,Gas,2017,0.1662306195725287
FIN,Geothermal,2014,
FIN,Geothermal,2015,
FIN,Geothermal,2016,
FIN,Geothermal,2017,
FIN,Hydro,2014,0.47085526463773986
FIN,Hydro,2015,0.5891767189342418
FIN,Hydro,2016,0.5534223062911587
FIN,Hydro,2017,0.5153558350358933
FIN,Nuclear,2014,
FIN,Nuclear,2015,0.9343446523892212
FIN,Nuclear,2016,0.9301081992867954
FIN,Nuclear,2017,0.9034744999678436
FIN,Oil,2014,
FIN,Oil,2015,0.01654046262475558
FIN,Oil,2016,0.0155615755697386
FIN,Oil,2017,0.014355873221485975
FIN,Other,2014,
FIN,Other,2015,0.20897369445875238
FIN,Other,2016,0.22352873253790181
FIN,Other,2017,0.33789698176596655
FIN,Petcoke,2014,
FIN,Petcoke,2015,
FIN,Petcoke,2016,
FIN,Petcoke,2017,
FIN,Solar,2014,0.08094645080946451
FIN,Solar,2015,0.07229832572298325
FIN,Solar,2016,0.0624512099921936
FIN,Solar,2017,0.06725903986177958
FIN,Storage,2014,
FIN,Storage,2015,
FIN,Storage,2016,
FIN,Storage,2017,
FIN,Waste,2014,
FIN,Waste,2015,0.1263994605696292
FIN,Waste,2016,0.1396019781494277
FIN,Waste,2017,0.15194514594176223
FIN,Wave and Tidal,2014,
FIN,Wave and Tidal,2015,
FIN,Wave and Tidal,2016,
FIN,Wave and Tidal,2017,
FIN,Wind,2014,0.2015832441210956
FIN,Wind,2015,0.2643631159272133
FIN,Wind,2016,0.22317661504798153
FIN,Wind,2017,0.26780687880331344
FJI,Biomass,2014,
FJI,Biomass,2015,
FJI,Biomass,2016,
FJI,Biomass,2017,
FJI,Coal,2014,
FJI,Coal,2015,
FJI,Coal,2016,
FJI,Coal,2017,
FJI,Cogeneration,2014,
FJI,Cogeneration,2015,
FJI,Cogeneration,2016,
FJI,Cogeneration,2017,
FJI,Gas,2014,
FJI,Gas,2015,
FJI,Gas,2016,
FJI,Gas,2017,
FJI,Geothermal,2014,
FJI,Geothermal,2015,
FJI,Geothermal,2016,
FJI,Geothermal,2017,
FJI,Hydro,2014,0.3326833862244374
FJI,Hydro,2015,0.3368284570719883
FJI,Hydro,2016,0.4100675553227431
FJI,Hydro,2017,0.40556457360044335
FJI,Nuclear,2014,
FJI,Nuclear,2015,
FJI,Nuclear,2016,
FJI,Nuclear,2017,
FJI,Oil,2014,
FJI,Oil,2015,
FJI,Oil,2016,
FJI,Oil,2017,
FJI,Other,2014,
FJI,Other,2015,
FJI,Other,2016,
FJI,Other,2017,
FJI,Petcoke,2014,
FJI,Petcoke,2015,
FJI,Petcoke,2016,
FJI,Petcoke,2017,
FJI,Solar,2014,0.1502042778178323
FJI,Solar,2015,0.15220700152207003
FJI,Solar,2016,0.15035914355431831
FJI,Solar,2017,0.1511351212296611
FJI,Storage,2014,
FJI,Storage,2015,
FJI,Storage,2016,
FJI,Storage,2017,
FJI,Waste,2014,
FJI,Waste,2015,
FJI,Waste,2016,
FJI,Waste,2017,
FJI,Wave and Tidal,2014,
FJI,Wave and Tidal,2015,
FJI,Wave and Tidal,2016,
FJI,Wave and Tidal,2017,
FJI,Wind,2014,0.04812427254006625
FJI,Wind,2015,0.06379264034380876
FJI,Wind,2016,0.040180006428801034
FJI,Wind,2017,0.02350255170561375
FRA,Biomass,2014,
FRA,Biomass,2015,1.6838533634445572
FRA,Biomass,2016,2.0815056539174637
FRA,Biomass,2017,2.0922118591279113
FRA,Coal,2014,
FRA,Coal,2015,0.5030484751436538
FRA,Coal,2016,0.4267473396049711
FRA,Coal,2017,0.5211133694766881
FRA,Cogeneration,2014,
FRA,Cogeneration,2015,
FRA,Cogeneration,2016,
FRA,Cogeneration,2017,
FRA,Gas,2014,
FRA,Gas,2015,0.24004009992524106
FRA,Gas,2016,0.39619135797778704
FRA,Gas,2017,0.45926294478031904
FRA,Geothermal,2014,
FRA,Geothermal,2015,7.001522070015221
FRA,Geothermal,2016,7.437765634486946
FRA,Geothermal,2017,
FRA,Hydro,2014,0.3053028463833982
FRA,Hydro,2015,0.26567195336901445
FRA,Hydro,2016,0.2898713956920647
FRA,Hydro,2017,0.23791484634496765
FRA,Nuclear,2014,
FRA,Nuclear,2015,0.7579415196312655
FRA,Nuclear,2016,0.6967164039875012
FRA,Nuclear,2017,0.6902457680322048
FRA,Oil,2014,
FRA,Oil,2015,0.11027246735216727
FRA,Oil,2016,0.11297009076931663
FRA,Oil,2017,0.12210271707109921
FRA,Other,2014,
FRA,Other,2015,0.5043158859786219
FRA,Other,2016,0.3974265107032798
FRA,Other,2017,0.4789237574538241
FRA,Petcoke,2014,
FRA,Petcoke,2015,
FRA,Petcoke,2016,
FRA,Petcoke,2017,
FRA,Solar,2014,0.12089363448647847
FRA,Solar,2015,0.12395780853905268
FRA,Solar,2016,0.1279619905426876
FRA,Solar,2017,0.12691459027778662
FRA,Storage,2014,
FRA,Storage,2015,
FRA,Storage,2016,
FRA,Storage,2017,
FRA,Waste,2014,
FRA,Waste,2015,0.31831294940224114
FRA,Waste,2016,0.3427407753056286
FRA,Waste,2017,0.352308980689183
FRA,Wave and Tidal,2014,
FRA,Wave and Tidal,2015,
FRA,Wave and Tidal,2016,
FRA,Wave and Tidal,2017,
FRA,Wind,2014,0.21701163729212378
FRA,Wind,2015,0.23724533014194504
FRA,Wind,2016,0.21236800801508468
FRA,Wind,2017,0.2087621030012331
GAB,Biomass,2014,
GAB,Biomass,2015,
GAB,Biomass,2016,
GAB,Biomass,2017,
GAB,Coal,2014,
GAB,Coal,2015,
GAB,Coal,2016,
GAB,Coal,2017,
GAB,Cogeneration,2014,
GAB,Cogeneration,2015,
GAB,Cogeneration,2016,
GAB,Cogeneration,2017,
GAB,Gas,2014,
GAB,Gas,2015,0.874544102571249
GAB,Gas,2016,1.0334007965880954
GAB,Gas,2017,
GAB,Geothermal,2014,
GAB,Geothermal,2015,
GAB,Geothermal,2016,
GAB,Geothermal,2017,
GAB,Hydro,2014,0.5334735555315859
GAB,Hydro,2015,0.6161341265429283
GAB,Hydro,2016,0.5495018327986866
GAB,Hydro,2017,0.5500050459178524
GAB,Nuclear,2014,
GAB,Nuclear,2015,
GAB,Nuclear,2016,
GAB,Nuclear,2017,
GAB,Oil,2014,
GAB,Oil,2015,0.1338207650344069
GAB,Oil,2016,0.12855769839934938
GAB,Oil,2017,0.1289099112716764
GAB,Other,2014,
GAB,Other,2015,
GAB,Other,2016,
GAB,Other,2017,
GAB,Petcoke,2014,
GAB,Petcoke,2015,
GAB,Petcoke,2016,
GAB,Petcoke,2017,
GAB,Solar,2014,0.154924983692107
GAB,Solar,2015,0.154924983692107
GAB,Solar,2016,0.15450169138693728
GAB,Solar,2017,0.154924983692107
GAB,Storage,2014,
GAB,Storage,2015,
GAB,Storage,2016,
GAB,Storage,2017,
GAB,Waste,2014,
GAB,Waste,2015,
GAB,Waste,2016,
GAB,Waste,2017,
GAB,Wave and Tidal,2014,
GAB,Wave and Tidal,2015,
GAB,Wave and Tidal,2016,
GAB,Wave and Tidal,2017,
GAB,Wind,2014,
GAB,Wind,2015,
GAB,Wind,2016,
GAB,Wind,2017,
GBR,Biomass,2014,
GBR,Biomass,2015,1.4654501826044537
GBR,Biomass,2016,1.4970017233188
GBR,Biomass,2017,1.5647729420192407
GBR,Coal,2014,
GBR,Coal,2015,0.5731593618208647
GBR,Coal,2016,0.23346331406128765
GBR,Coal,2017,0.17340075855459133
GBR,Cogeneration,2014,
GBR,Cogeneration,2015,
GBR,Cogeneration,2016,
GBR,Cogeneration,2017,
GBR,Gas,2014,
GBR,Gas,2015,0.38686678012250925
GBR,Gas,2016,0.5537736667529353
GBR,Gas,2017,0.5296869558411279
GBR,Geothermal,2014,
GBR,Geothermal,2015,
GBR,Geothermal,2016,
GBR,Geothermal,2017,
GBR,Hydro,2014,0.3311177092471377
GBR,Hydro,2015,0.34610970775816013
GBR,Hydro,2016,0.28734610008174666
GBR,Hydro,2017,0.3111945848856055
GBR,Nuclear,2014,
GBR,Nuclear,2015,0.7544392278797925
GBR,Nuclear,2016,0.7671484623403969
GBR,Nuclear,2017,0.7543427042739794
GBR,Oil,2014,
GBR,Oil,2015,0.07820164934948923
GBR,Oil,2016,0.07235998482143882
GBR,Oil,2017,0.0619624261414215
GBR,Other,2014,
GBR,Other,2015,0.0
GBR,Other,2016,0.0
GBR,Other,2017,0.0
GBR,Petcoke,2014,
GBR,Petcoke,2015,
GBR,Petcoke,2016,
GBR,Petcoke,2017,
GBR,Solar,2014,0.08371866925704921
GBR,Solar,2015,0.08956567975462983
GBR,Solar,2016,0.09949729253138681
GBR,Solar,2017,0.10297650703516582
GBR,Storage,2014,
GBR,Storage,2015,
GBR,Storage,2016,
GBR,Storage,2017,
GBR,Waste,2014,
GBR,Waste,2015,0.08996557118790907
GBR,Waste,2016,0.11037256867444296
GBR,Waste,2017,0.11055762563000629
GBR,Wave and Tidal,2014,
GBR,Wave and Tidal,2015,
GBR,Wave and Tidal,2016,
GBR,Wave and Tidal,2017,
GBR,Wind,2014,0.27905169938872715
GBR,Wind,2015,0.3213824301777405
GBR,Wind,2016,0.26228611167196575
GBR,Wind,2017,0.2877805583763636
GEO,Biomass,2014,
GEO,Biomass,2015,
GEO,Biomass,2016,
GEO,Biomass,2017,
GEO,Coal,2014,
GEO,Coal,2015,
GEO,Coal,2016,
GEO,Coal,2017,
GEO,Cogeneration,2014,
GEO,Cogeneration,2015,
GEO,Cogeneration,2016,
GEO,Cogeneration,2017,
GEO,Gas,2014,
GEO,Gas,2015,0.4847482194519374
GEO,Gas,2016,0.4511142375359819
GEO,Gas,2017,0.4499050309163001
GEO,Geothermal,2014,
GEO,Geothermal,2015,
GEO,Geothermal,2016,
GEO,Geothermal,2017,
GEO,Hydro,2014,0.3313431990946766
GEO,Hydro,2015,0.3354347104972042
GEO,Hydro,2016,0.3642706116285213
GEO,Hydro,2017,0.3329476947066579
GEO,Nuclear,2014,
GEO,Nuclear,2015,
GEO,Nuclear,2016,
GEO,Nuclear,2017,
GEO,Oil,2014,
GEO,Oil,2015,0.0
GEO,Oil,2016,0.0
GEO,Oil,2017,0.0
GEO,Other,2014,
GEO,Other,2015,
GEO,Other,2016,
GEO,Other,2017,
GEO,Petcoke,2014,
GEO,Petcoke,2015,
GEO,Petcoke,2016,
GEO,Petcoke,2017,
GEO,Solar,2014,
GEO,Solar,2015,
GEO,Solar,2016,
GEO,Solar,2017,
GEO,Storage,2014,
GEO,Storage,2015,
GEO,Storage,2016,
GEO,Storage,2017,
GEO,Waste,2014,
GEO,Waste,2015,0.0
GEO,Waste,2016,0.0
GEO,Waste,2017,0.0
GEO,Wave and Tidal,2014,
GEO,Wave and Tidal,2015,
GEO,Wave and Tidal,2016,
GEO,Wave and Tidal,2017,
GEO,Wind,2014,
GEO,Wind,2015,
GEO,Wind,2016,0.04949710936881286
GEO,Wind,2017,0.48419473672600544
GHA,Biomass,2014,
GHA,Biomass,2015,0.0
GHA,Biomass,2016,0.0
GHA,Biomass,2017,0.0
GHA,Coal,2014,
GHA,Coal,2015,0.0
GHA,Coal,2016,0.0
GHA,Coal,2017,0.0
GHA,Cogeneration,2014,
GHA,Cogeneration,2015,
GHA,Cogeneration,2016,
GHA,Cogeneration,2017,
GHA,Gas,2014,
GHA,Gas,2015,0.45204385797559704
GHA,Gas,2016,0.21884018700000016
GHA,Gas,2017,0.6544712038746155
GHA,Geothermal,2014,
GHA,Geothermal,2015,
GHA,Geothermal,2016,
GHA,Geothermal,2017,
GHA,Hydro,2014,0.6059620831165828
GHA,Hydro,2015,0.4212357594206909
GHA,Hydro,2016,0.39967353406561057
GHA,Hydro,2017,0.40473225404732255
GHA,Nuclear,2014,
GHA,Nuclear,2015,
GHA,Nuclear,2016,
GHA,Nuclear,2017,
GHA,Oil,2014,
GHA,Oil,2015,0.14324749253465513
GHA,Oil,2016,0.26220577884708884
GHA,Oil,2017,0.23825982430912526
GHA,Other,2014,
GHA,Other,2015,
GHA,Other,2016,
GHA,Other,2017,
GHA,Petcoke,2014,
GHA,Petcoke,2015,
GHA,Petcoke,2016,
GHA,Petcoke,2017,
GHA,Solar,2014,0.14031582952815833
GHA,Solar,2015,0.041895361530064734
GHA,Solar,2016,0.11384335154826958
GHA,Solar,2017,0.10528308136371162
GHA,Storage,2014,
GHA,Storage,2015,
GHA,Storage,2016,
GHA,Storage,2017,
GHA,Waste,2014,
GHA,Waste,2015,0.0
GHA,Waste,2016,0.0
GHA,Waste,2017,0.0
GHA,Wave and Tidal,2014,
GHA,Wave and Tidal,2015,
GHA,Wave and Tidal,2016,
GHA,Wave and Tidal,2017,
GHA,Wind,2014,
GHA,Wind,2015,
GHA,Wind,2016,
GHA,Wind,2017,
GIN,Biomass,2014,
GIN,Biomass,2015,
GIN,Biomass,2016,
GIN,Biomass,2017,
GIN,Coal,2014,
GIN,Coal,2015,
GIN,Coal,2016,
GIN,Coal,2017,
GIN,Cogeneration,2014,
GIN,Cogeneration,2015,
GIN,Cogeneration,2016,
GIN,Cogeneration,2017,
GIN,Gas,2014,
GIN,Gas,2015,
GIN,Gas,2016,
GIN,Gas,2017,
GIN,Geothermal,2014,
GIN,Geothermal,2015,
GIN,Geothermal,2016,
GIN,Geothermal,2017,
GIN,Hydro,2014,0.3791521523874654
GIN,Hydro,2015,0.2731417062892661
GIN,Hydro,2016,0.33509892560568866
GIN,Hydro,2017,0.37579462223974963
GIN,Nuclear,2014,
GIN,Nuclear,2015,
GIN,Nuclear,2016,
GIN,Nuclear,2017,
GIN,Oil,2014,
GIN,Oil,2015,
GIN,Oil,2016,
GIN,Oil,2017,
GIN,Other,2014,
GIN,Other,2015,
GIN,Other,2016,
GIN,Other,2017,
GIN,Petcoke,2014,
GIN,Petcoke,2015,
GIN,Petcoke,2016,
GIN,Petcoke,2017,
GIN,Solar,2014,0.17794789148536128
GIN,Solar,2015,0.17595358258660349
GIN,Solar,2016,0.17547283509319747
GIN,Solar,2017,0.17595358258660349
GIN,Storage,2014,
GIN,Storage,2015,
GIN,Storage,2016,
GIN,Storage,2017,
GIN,Waste,2014,
GIN,Waste,2015,
GIN,Waste,2016,
GIN,Waste,2017,
GIN,Wave and Tidal,2014,
GIN,Wave and Tidal,2015,
GIN,Wave and Tidal,2016,
GIN,Wave and Tidal,2017,
GIN,Wind,2014,
GIN,Wind,2015,
GIN,Wind,2016,
GIN,Wind,2017,
GMB,Biomass,2014,
GMB,Biomass,2015,
GMB,Biomass,2016,
GMB,Biomass,2017,
GMB,Coal,2014,
GMB,Coal,2015,
GMB,Coal,2016,
GMB,Coal,2017,
GMB,Cogeneration,2014,
GMB,Cogeneration,2015,
GMB,Cogeneration,2016,
GMB,Cogeneration,2017,
GMB,Gas,2014,
GMB,Gas,2015,
GMB,Gas,2016,
GMB,Gas,2017,
GMB,Geothermal,2014,
GMB,Geothermal,2015,
GMB,Geothermal,2016,
GMB,Geothermal,2017,
GMB,Hydro,2014,
GMB,Hydro,2015,
GMB,Hydro,2016,
GMB,Hydro,2017,
GMB,Nuclear,2014,
GMB,Nuclear,2015,
GMB,Nuclear,2016,
GMB,Nuclear,2017,
GMB,Oil,2014,
GMB,Oil,2015,
GMB,Oil,2016,
GMB,Oil,2017,
GMB,Other,2014,
GMB,Other,2015,
GMB,Other,2016,
GMB,Other,2017,
GMB,Petcoke,2014,
GMB,Petcoke,2015,
GMB,Petcoke,2016,
GMB,Petcoke,2017,
GMB,Solar,2014,0.18482278756251355
GMB,Solar,2015,0.1816106268161063
GMB,Solar,2016,0.18111442291770158
GMB,Solar,2017,0.1816106268161063
GMB,Storage,2014,
